LONG,CV,BF,BM,BD,IND,AGR,DUMMYHOUSE,IMPP,IMPE,IMPGN,IMPBIO,IMPA
2023,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2024,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2025,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2026,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2027,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2028,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2029,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2030,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2031,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2032,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2033,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2034,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
2035,0,54.4886,24.0427,16.4243,0,0,0,0,0,0,0,0
CS,CV,BF,BM,BD,IND,AGR,DUMMYHOUSE,IMPP,IMPE,IMPGN,IMPBIO,IMPA
2015,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,10.2028,4.51559,0,0,0,0,0,0,0,0
2017,0,4.37973,13.8407,11.2163,0,0,0,0,0,0,0,0
2018,0,19.0981,13.8407,11.2163,0,0,0,0,0,0,0,0
2019,0,33.8165,13.8407,11.2163,0,0,0,0,0,0,0,0
2020,0,48.1446,13.8407,11.2163,0,0,0,0,0,0,0,0
2021,0,48.1446,13.8407,11.2163,0,0,0,0,0,0,0,0
2022,0,48.1446,13.8407,11.2163,0,0,0,0,0,0,0,0
2023,0,48.1446,13.8407,11.2163,0,0,0,0,0,0,0,0
2024,0,48.1446,13.8407,11.2163,0,0,0,0,0,0,0,0
2025,0,48.1446,16.1901,13.5658,0,0,0,0,0,0,0,0
2026,0,48.1446,19.1226,16.4982,0,0,0,0,0,0,0,0
2027,0,48.1446,22.0818,19.4574,0,0,0,0,0,0,0,0
2028,0,48.1446,22.7623,20.1379,0,0,0,0,0,0,0,0
2029,0,48.1446,22.7623,20.1379,0,0,0,0,0,0,0,0
2030,0,48.1446,22.7623,20.1379,0,0,0,0,0,0,0,0
2031,0,48.1446,22.7623,20.1379,0,0,0,0,0,0,0,0
2032,0,48.1446,22.7623,20.1379,0,0,0,0,0,0,0,0
2033,0,48.1446,22.7623,20.1379,0,0,0,0,0,0,0,0
2034,0,48.1446,22.7623,20.1379,0,0,0,0,0,0,0,0
2035,0,48.1446,22.7623,20.1379,0,0,0,0,0,0,0,0
MTL,CV,BF,BM,BD,IND,AGR,DUMMYHOUSE,IMPP,IMPE,IMPGN,IMPBIO,IMPA
2015,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,4.01143,0.994972,0,0,0,0,0,0,0,0
2017,0,0,9.01783,0.994972,0,0,0,0,0,0,0,0
2018,0,0,14.0242,0.994972,0,0,0,0,0,0,0,0
2019,0,0,19.0306,0.994972,0,0,0,0,0,0,0,0
2020,0,0,24.037,0.994972,0,0,0,0,0,0,0,0
2021,0,0,29.0434,0.994972,0,0,0,0,0,0,0,0
2022,0,0,34.0498,0.994972,0,0,0,0,0,0,0,0
2023,0,0,39.0562,0.994972,0,0,0,0,0,0,0,0
2024,0,0,44.0626,0.994972,0,0,0,0,0,0,0,0
2025,0,0,44.5877,5.47631,0,0,0,0,0,0,0,0
2026,0,0,44.5877,10.4827,0,0,0,0,0,0,0,0
2027,0,0,44.5877,15.4891,0,0,0,0,0,0,0,0
2028,0,0,44.5877,20.4955,0,0,0,0,0,0,0,0
2029,0,0,46.8612,23.2284,0,0,0,0,0,0,0,0
2030,0,0,49.3644,25.7316,0,0,0,0,0,0,0,0
2031,0,0,49.3644,25.7316,0,0,0,0,0,0,0,0
2032,0,0,49.3644,25.7316,0,0,0,0,0,0,0,0
2033,0,0,49.3644,25.7316,0,0,0,0,0,0,0,0
2034,0,0,49.3644,25.7316,0,0,0,0,0,0,0,0
2035,0,0,49.3644,25.7316,0,0,0,0,0,0,0,0
